id,name,game,round,boardPosition
5549,HENRY,430,0,3
5550,HISTORIC DOCUMENTS,431,0,3
5551,RHYME TIME,428,0,5
5552,PRESIDENTS BY PARTY,425,1,2
5553,REVOLUTIONARY WAR FIGURES,427,1,0
5554,AM I BLUE?,432,0,1
5555,COLUMBIA,424,1,4
5556,MODERN CONVENIENCES,426,1,2
5557,EUROPEAN CITIES,429,1,0
5558,THE EIGHTH,430,0,4
5559,ARTISTS,422,2,0
5560,LAURELS,431,0,4
5561,WE ARE THE WORLD,433,0,0
5562,SPORTS AKA,425,1,3
5563,IN THE BIBLE,432,0,2
5564,I NEED A NEW &quot;QUEEN&quot;,430,0,5
5565,NATIONAL PARKS,427,1,1
5566,BOYS' &quot;E&quot;,424,1,5
5567,ANDREW JACKSON'S HERMITAGE,428,1,0
5568,LOTS OF ELBOW ROOM,426,1,3
5569,&quot;HEART&quot;Y PHRASES,431,0,5
5570,MUSIC,429,1,1
5571,TOUGH TV TRIVIA 2,427,1,2
5572,VEGGIES' SCIENTIFIC NAMES,432,0,3
5573,1909,431,1,0
5574,GLOBETROTTING,425,1,4
5575,"WHAT'S UP, TV DOC?",433,0,1
5576,&quot;E.T.&quot;,426,1,4
5577,LITERARY VENICE,430,1,0
5578,READ THE BOOK,428,1,1
5579,WOMEN IN RELIGION,429,1,2
5580,EUROPEAN PRINCESSES,424,2,0
5581,SINGLE DIGITS,425,1,5
5582,CASH,432,0,4
5583,PHONE HOME!,426,1,5
5584,LIQUIDS,428,1,2
5585,LITERATURE,429,1,3
5586,"WASHINGTON, D.C.",434,0,0
5587,POLITICIANS,431,1,1
5588,MOVIE TITLE PAIRS,430,1,1
5589,ART,427,1,3
5590,2000,433,0,2
5591,THE STOCK EXCHANGE,426,2,0
5592,ROCKIN' ROLE,428,1,3
5593,FAMOUS PHRASES,425,2,0
5594,CREDIT,432,0,5
5595,PRESIDENTIAL TRIVIA,429,1,4
5596,PRESIDENTIAL CAMPAIGN SLOGAN YEARS,435,0,0
5597,FAMOUS PHYSICIANS,427,1,4
5598,CLASSICAL MYTHOLOGY,431,1,2
5599,NURSERY RHYMES,434,0,1
5600,SCIENCE &amp; TECHNOLOGY,436,0,0
5601,CAPITAL IDEAS,430,1,2
5602,&quot;BAND&quot;s,428,1,4
5603,CHARITY BEGINS WITH BEER,433,0,3
5604,A BOWL OF CHERRIES,435,0,1
5605,THE MOVIES,429,1,5
5606,DWIGHT D. EISENHOWER,432,1,0
5607,NOVELS &amp; NOVELISTS,427,1,5
5608,MUSIC,436,0,1
5609,THE BODY HUMAN,431,1,3
5610,SEINFELD BEFORE &amp; AFTER,432,1,1
5611,BUSINESS &amp; INDUSTRY,434,0,2
5612,ENGLAND,427,2,0
5613,THE PERE LACHAISE LOUNGE,435,0,2
5614,LET'S DANCE!,428,1,5
5615,HISTORIC PEOPLE,429,2,0
5616,WHO DUNNIT?,433,0,4
5617,TRANSPORTATION,436,0,2
5618,MAKING THE CUT,430,1,3
5619,COMPLETES THE PLAY TITLE,432,1,2
5620,LITERATURE,437,0,0
5621,FAMILIAR EXPRESSIONS,433,0,5
5622,UNUSUAL BOOKS,434,0,3
5623,ON THE GLOBE,428,2,0
5624,POLITICAL CARICATURES,438,0,0
5625,NOVELS &amp; NOVELISTS,431,1,4
5626,THE 1930S,436,0,3
5627,&quot;S&quot;ENTIAL KNOWLEDGE,435,0,3
5628,SUNDAY SCHOOL,439,0,0
5629,THE ARTFUL,435,0,4
5630,FILMS OF THE '70s,437,0,1
5631,FOOD,434,0,4
5632,HERBS &amp; SPICES,438,0,1
5633,SCIENCE GUYS,430,1,4
5634,A BANNER YEAR IN THE NEW YORK TIMES,433,1,0
5635,ARTS &amp; CRAFTS,439,0,1
5636,20th CENTURY OPERAS,431,1,5
5637,DODGER,435,0,5
5638,ROBERT REDFORD ROLES,433,1,1
5639,FAMOUS AMERICANS,437,0,2
5640,&quot;V&quot; IS FOR...,430,1,5
5641,HODGEPODGE,434,0,5
5642,BUSINESS &amp; INDUSTRY,431,2,0
5643,THE AGE OF AQUARIUMS,439,0,2
5644,INTERNATIONAL CUISINE,436,0,4
5645,FRIENDS,438,0,2
5646,GEOGRAPHIC DOGS,432,1,3
5647,SHAKESPEAREAN PHRASES,435,1,0
5648,CONTAINERS,437,0,3
5649,AROUND NEW YORK,440,0,0
5650,ANCIENT HISTORY,434,1,0
5651,OLYMPIC ATHLETES,430,2,0
5652,&quot;Y&quot; NOT?,436,0,5
5653,QUOTES!,432,1,4
5654,JOEL SCHUMACHER,435,1,1
5655,STORY PROBLEMS,439,0,3
5656,THE GOOD BOOK,433,1,2
5657,ROMANS,438,0,3
5658,ASTRONAUTS,434,1,1
5659,ROYALTEASE,440,0,1
5660,NATIONAL ANTHEMS,441,0,0
5661,DOUBLE U,432,1,5
5662,WASHINGTON STATE,437,0,4
5663,COUNTRYMEN,438,0,4
5664,ISLANDS,434,1,2
5665,EXPLORERS,436,1,0
5666,BRAND NAMES,440,0,2
5667,WHAT I DID ON SUMMER VACATION,439,0,4
5668,CHILDREN'S LITERATURE,432,2,0
5669,THE WESTERNMOST NATION,435,1,2
5670,"HOP, SKIP OR JUMP",441,0,1
5671,KITCHEN NONESSENTIALS,433,1,3
5672,SPEAK OF THE DEVIL,437,0,5
5673,LEND ME YOUR &quot;EAR&quot;s,438,0,5
5674,20th CENTURY WOMEN,434,1,3
5675,THE NEW YORK TIMES BOOK REVIEWS,442,0,0
5676,GEMS,436,1,1
5677,OPERA CROSSWORD CLUES &quot;C&quot;,440,0,3
5678,ON THE OLD QUARTER,441,0,2
5679,&quot;D&quot; TOUR,433,1,4
5680,EUROPEAN ART &amp; ARTISTS,438,1,0
5681,GLASS,435,1,3
5682,RATED G,439,0,5
5683,1950,437,1,0
5684,COLLEGES &amp; UNIVERSITIES,434,1,4
5685,STUFF,440,0,4
5686,BEACH BOYS,442,0,1
5687,IF THEY MARRIED...,433,1,5
5688,SHAKESPEARE,436,1,2
5689,I PROMISED YOU THE ROSE GARDEN,441,0,3
5690,COLLEGES &amp; UNIVERSITIES,435,1,4
5691,SONG HITS FOR TWO,438,1,1
5692,NOUN TO VERB,440,0,5
5693,MY KINDA TOWN,442,0,2
5694,RELIGION,437,1,1
5695,CLASSICAL COMPOSERS,434,1,5
5696,CALIFORNIA SCIENCE CENTER,439,1,0
5697,ON THE MAP,433,2,0
5698,SILENT &quot;P&quot;,435,1,5
5699,OUR FUNNY ACCENTS,442,0,3
5700,SHALL WE &quot;DANCE&quot;?,438,1,2
5701,FAST FOOD,439,1,1
5702,SAINTS,436,1,3
5703,THE TERRIBLE TWOS,441,0,4
5704,PLAYS,434,2,0
5705,BALLET,437,1,2
5706,ON THE MAP,443,0,0
5707,19th CENTURY BUSINESS LEADERS,442,0,4
5708,BOTANY,440,1,0
5709,POTPOURRI,441,0,5
5710,SUPREME COURT JUSTICES,435,2,0
5711,BOOK TITLES,438,1,3
5712,U.S. MONEY,437,1,3
5713,U.S. POSTAL ABBREVIATIONS,439,1,2
5714,POTPOURRI,436,1,4
5715,STARTS WITH &quot;Z&quot;,444,0,0
5716,KILLER BANDS,440,1,1
5717,THE &quot;LOW&quot; DOWN,442,0,5
5718,TV GUIDE SAYS,443,0,1
5719,BOOKS &amp; AUTHORS,441,1,0
5720,BOOKS,445,0,0
5721,ISLANDS,437,1,4
5722,IN THE BOOKSTORE,440,1,2
5723,ANATOMICALLY CORRECT,438,1,4
5724,ALSO A BASEBALL TEAM,443,0,2
5725,MAGAZINES,439,1,3
5726,CALENDARS,437,1,5
5727,ROADSIDE ATTRACTIONS,440,1,3
5728,ANIMALS ON THE MAP,436,1,5
5729,'80s MOVIE QUOTES,441,1,1
5730,SPORTS NICKNAMES,444,0,1
5731,BLACK FIRSTS,442,1,0
5732,IT'S A LIVING,445,0,1
5733,CONGRESS,437,2,0
5734,20th CENTURY NAMES,443,0,3
5735,POSTAL ABBREVIATIONS,438,1,5
5736,WILDLIFE,441,1,2
5737,U.S.A.,436,2,0
5738,IF I'M ELECTED...,440,1,4
5739,NATIONAL ANTHEMS,444,0,2
5740,THE HISTORY CHANNEL,446,0,0
5741,ON THE STAGE,439,1,4
5742,MUSICAL FLYERS,442,1,1
5743,YOU GET MY &quot;VOLT&quot;,440,1,5
5744,DIANA ROSS,446,0,1
5745,IT'S GREEK CUISINE TO ME,441,1,3
5746,YOU DO THE MATH,443,0,4
5747,1980s BESTSELLERS,447,0,0
5748,THE HUMAN BODY,444,0,3
5749,VOLCANOES,438,2,0
5750,SCIENCE &amp; NATURE,442,1,2
5751,LET'S CELEBRATE!,445,0,2
5752,PHYSICS,448,0,0
5753,TV CHARACTERS,447,0,1
5754,&quot;F&quot; STOP,443,0,5
5755,RATED &quot;G&quot;,439,1,5
5756,I'M FEELING CONFLICTED,441,1,4
5757,FOOD FACTS,444,0,4
5758,THE COMPUTER AGE,446,0,2
5759,MARS,445,0,3
5760,SLOGANS,440,2,0
5761,CONSTELLATIONS,446,0,3
5762,AMERICA-PODGE,442,1,3
5763,CHOOSE A &quot;CIDE&quot;,441,1,5
5764,CLASSIC AMERICAN SONGS,448,0,1
5765,U.S. GEOGRAPHY,449,0,0
5766,TV GUIDE SAYS,444,0,5
5767,U.S. GEOGRAPHY,439,2,0
5768,WHEN IN SOUTHERN CALIFORNIA,445,0,4
5769,AUTHORS,443,1,0
5770,TRICKY QUESTIONS,447,0,2
5771,EAT YOUR VEGGIES,446,0,4
5772,THE 50 STATES,441,2,0
5773,FAMOUS ANCIENT GREEKS,442,1,4
5774,THE DATING GAME,450,0,0
5775,SPEAK &amp; SPELL,445,0,5
5776,CLUB HOPPIN',448,0,2
5777,BE AFRAID...,449,0,1
5778,PRESIDENTIAL ELECTIONS,451,0,0
5779,NAME THE WAR,447,0,3
5780,MORGAN FREEMAN FILM ROLES,443,1,1
5781,3-LETTER WORDS,442,1,5
5782,"NUMBER, PLEASE",444,1,0
5783,CELEBRITY CEREAL,451,0,1
5784,HIRSCHFELD,449,0,2
5785,CROSSWORD CLUES &quot;K&quot;,446,0,5
5786,HOLLYWOOD SQUARES,450,0,1
5787,THE SOUND &amp; THE FURRY,445,1,0
5788,HERO SANDWICH,448,0,3
5789,ANCIENT HISTORY,444,1,1
5790,IN THE &quot;BRIG&quot;,443,1,2
5791,SOUND TECHNOLOGY,447,0,4
5792,THE ACADEMY AWARDS,442,2,0
5793,SLOGANS,449,0,3
5794,WATERFALLS,444,1,2
5795,AMERICAN WORLD CAPTIALS,451,0,2
5796,APRIL,443,1,3
5797,COLOMBIA,452,0,0
5798,GOOD SPORTS,445,1,1
5799,&quot;EQ&quot; TEST,447,0,5
5800,SUPERMARKET SWEEP,450,0,2
5801,FOOD &amp; DRINK BRANDS,448,0,4
5802,THE CHANNEL HISTORY,446,1,0
5803,ETIQUETTE,444,1,3
5804,DISNEY SONG LYRICS,452,0,1
5805,LONG A-GO,451,0,3
5806,GREEK GODS &amp; GODDESSESS,447,1,0
5807,PEOPLE IN HISTORY,445,1,2
5808,EARTH SCIENCE,449,0,4
5809,CROSSWORD CLUES &quot;R&quot;,448,0,5
5810,WHAT'S MY LINE?,450,0,3
5811,ART MUSEUMS,446,1,1
5812,MODERN LITERATURE,444,1,4
5813,SHOWERS,443,1,4
5814,THE WORLD OF NAT KING COLE,447,1,1
5815,DON'T BUG ME,451,0,4
5816,RESCUE ME!,452,0,2
5817,QUARTER BACKS,445,1,3
5818,20th CENTURY AMERICANA,448,1,0
5819,WORDS FROM &quot;JEOPARDY!&quot;,449,0,5
5820,SAN FRANCISCO MOVIES,444,1,5
5821,THE MATCH GAME,450,0,4
5822,WHAT A COUNTRY!,447,1,2
5823,POETS WHO RHYME,446,1,2
5824,CELEBRITY LIVES,448,1,1
5825,HARRYs &amp; GARYs,452,0,3
5826,THE MAYFLOWER,443,1,5
5827,GREEK MYTHOLOGY,449,1,0
5828,DISNEY FILM VOICES,446,1,3
5829,LANGUAGES,444,2,0
5830,COOL &quot;AID&quot;,451,0,5
5831,CALL ME CHARLES,447,1,3
5832,THE FIVE SENSES,445,1,4
5833,&quot;WHEEL&quot; OF FORTUNE,450,0,5
5834,WORDS IN LITERATURE,443,2,0
5835,LAKES &amp; RIVERS,448,1,2
5836,QUOTATIONS,446,1,4
5837,1968,453,0,0
5838,&quot;N&quot; TERTAINMENT,449,1,1
5839,MAGICAL HISTORY TOUR,452,0,4
5840,TRUE STORY,454,0,0
5841,RELIGION,450,1,0
5842,ANCIENT EGYPT,451,1,0
5843,SEEING THE LIGHT,447,1,4
5844,&quot;CAN&quot; IT!,446,1,5
5845,UNKNOWN SPANIARDS,447,1,5
5846,LESSER-KNOWN NAMES,448,1,3
5847,ELECTION 2000,449,1,2
5848,ANAGRAMS,452,0,5
5849,TRUSTY SIDEKICKS,450,1,1
5850,CHRISTMAS CUSTOMS,453,0,1
5851,LADY'S NIGHT,451,1,1
5852,I KNOW IT FORWARD &amp; BACKWARD,445,1,5
5853,OSCAR-WINNING ROLES,454,0,1
5854,WORLD GEOGRAPHY,446,2,0
5855,LITERARY FIREARMS,447,2,0
5856,"WASHINGTON, D.C.",452,1,0
5857,SINGERS WHO ACT,450,1,2
5858,LITERARY BUNNIES,448,1,4
5859,THE EARTH,453,0,2
5860,FILE UNDER &quot;E&quot;,455,0,0
5861,X,449,1,3
5862,'89 ANNIVERSARIES,456,0,0
5863,THEY HAVE HOOVES,454,0,2
5864,SIGNS &amp; SYMBOLS,453,0,3
5865,&quot;FAN&quot; CLUB,448,1,5
5866,POP MUSIC,445,2,0
5867,&quot;T&quot;s ME,451,1,2
5868,SOMEBODY WROTE THAT,452,1,1
5869,U.S. CITIES,450,1,3
5870,U.S. HISTORY,455,0,1
5871,LITERARY NARRATORS,449,1,4
5872,VIVA ANN-MARGRET!,457,0,0
5873,FAMOUS QUOTES,456,0,1
5874,BIBLICAL QUOTES,452,1,2
5875,MORE POWER TO YOU,457,0,1
5876,DANCES,454,0,3
5877,LEADING MEN OF THE MOVIES,448,2,0
5878,"THEY BITE, THEY STING",450,1,4
5879,TV WESTERNS,453,0,4
5880,BEFORE &amp; AFTER,449,1,5
5881,NOW THAT'S ITALIAN,451,1,3
5882,THE MATERIAL WORLD,452,1,3
5883,OPERA,455,0,2
5884,THE 20TH CENTURY,458,0,0
5885,BALLS,454,0,4
5886,INVENTIONS,456,0,2
5887,AFTER AFTER,450,1,5
5888,HISTORIC LISTS,449,2,0
5889,TRAVEL &amp; TOURISM,455,0,3
5890,SMACK DAB IN THE MIDDLE,457,0,2
5891,FILE UNDER &quot;A&quot;,453,0,5
5892,BIOGRAPHIES,452,1,4
5893,BRAZIL,459,0,0
5894,-OLOGIES,450,2,0
5895,RHYME TIME,454,0,5
5896,FUN WITH OPERA,457,0,3
5897,ACTORS &amp; ACTRESSES,458,0,1
5898,AUTOBIOGRAPHIES,456,0,3
5899,HIRSCHFELD,451,1,4
5900,SUPERSTITIONS,459,0,1
5901,INVENTIONS,455,0,4
5902,1989,460,0,0
5903,ZOOLOGY,456,0,4
5904,THE &quot;BALL&quot; GAME,452,1,5
5905,PRESIDENTIAL DAUGHTERS,453,1,0
5906,SCIENCE &amp; TECHNOLOGY,458,0,2
5907,READING,457,0,4
5908,BEFORE &amp; AFTER,451,1,5
5909,TRU STORY,454,1,0
5910,INTERNATIONAL AIRLINES,459,0,2
5911,FAMOUS KANGAROOS,455,0,5
5912,WORDS TO THE &quot;Y&quot;s,457,0,5
5913,CLASSICAL MUSIC,452,2,0
5914,7-LETTER WORDS,460,0,1
5915,&quot;BABY&quot; SONGS,456,0,5
5916,ARCHITECTS,451,2,0
5917,NEW YORKERS,455,1,0
5918,POTENT POTABLES,455,1,1
5919,ACTORS &amp; THEIR ROLES,459,0,3
5920,MARK TWAIN SEZ,457,1,0
5921,IN OTHER WORDS...,458,0,3
5922,TV THEME SONGS,454,1,1
5923,FRANCE,453,1,1
5924,FIRST LADIES,456,1,0
5925,&quot;G&quot; WHIZ,461,0,0
5926,FAMOUS TOMs,462,0,0
5927,WORLD LITERATURE,455,1,2
5928,IN A FESTIVAL MOOD,457,1,1
5929,ACTORS &amp; THEIR ROLES,456,1,1
5930,ASIAN CAPITALS,455,1,3
5931,SPORTS,460,0,2
5932,CITY SEALS,458,0,4
5933,CITY NICKNAMES,461,0,1
5934,ITALIAN HISTORY,456,1,2
5935,FOOD,462,0,1
5936,INITIALS M.D.,457,1,2
5937,QUOTES,459,0,4
5938,WHERE WERE YOU LAST NIGHT?,454,1,2
5939,SHAKESPEAREAN QUOTES,453,1,2
5940,PEOPLE,461,0,2
5941,ACTORS &amp; RUSSIAN ROLES,455,1,4
5942,ONLY NO. 2,458,0,5
5943,CHRISTMAS CAROLS,459,0,5
5944,INSECTS,462,0,2
5945,WON THE BATTLE,457,1,3
5946,BY &quot;GEORGE&quot;,460,0,3
5947,SICKNESS &amp; HEALTH,453,1,3
5948,STARTS WITH &quot;S&quot;,458,1,0
5949,FLIGHT,454,1,3
5950,SONGS OF THE '60S,461,0,3
5951,"NUMBER, PLEASE",455,1,5
5952,ISLANDS,456,1,3
5953,WESTERN SONGS,462,0,3
5954,HODGEPODGE,460,0,4
5955,IN THE TREASURY DEPT.,457,1,4
5956,LEFTOVERS,453,1,4
5957,CLASSICAL LITERATURE,459,1,0
5958,ANAGRAMS,455,2,0
5959,POLITICAL TERMS &amp; SLOGANS,461,0,4
5960,JAPAN,458,1,1
5961,SINGERS FROM VIRGINIA,453,1,5
5962,NORTH ON THE MAP,460,0,5
5963,ARCHBISHOPS OF YORK,454,1,4
5964,ADVERTISING,463,0,0
5965,DANCERS,459,1,1
5966,DOUBLE-O WORDS,457,1,5
5967,ALABAMA,462,0,4
5968,POETRY,456,1,4
5969,FAMOUS NAMES,453,2,0
5970,AMUSEMENT PARKS,461,0,5
5971,WORLD LITERATURE,460,1,0
5972,GEMS &amp; JEWELS,458,1,2
5973,ARGENTINA,463,0,1
5974,1989,462,0,5
5975,ACCENTÃ‰,454,1,5
5976,NATIONAL ANTHEMS,457,2,0
5977,SUPERSTITIONS,456,1,5
5978,WORLD POTPOURRI,464,0,0
5979,HISTORIC QUOTES,460,1,1
5980,PRESIDENTIAL TRIVIA,459,1,2
5981,ANCIENT GREECE,465,0,0
5982,&quot;F&quot; IN MATH,462,1,0
5983,1987,461,1,0
5984,NAMES IN THE NEWS,463,0,2
5985,TEXAS,456,2,0
5986,AMERICAN MUSIC,458,1,3
5987,AUTOMOTIVE HISTORY,454,2,0
5988,FAMOUS PAIRS,459,1,3
5989,FOOD,460,1,2
5990,TV WESTERNS,464,0,1
5991,BEST SELLERS,462,1,1
5992,POLITICAL LEADERS,458,1,4
5993,MYTHOLOGY,461,1,1
5994,INVENTIONS,465,0,1
5995,THE FAR EAST,466,0,0
5996,STARTS WITH &quot;G&quot;,467,0,0
5997,SHOW MUSIC,463,0,3
5998,AMERICAN WOMEN,462,1,2
5999,SUBMARINES,464,0,2
6000,VERMONT,460,1,3
6001,NURSERY RHYMES,465,0,2
6002,MUSICAL INSTRUMENTS,466,0,1
6003,WORD ORIGINS,461,1,2
6004,THE BIBLE,467,0,1
6005,GENETICS,459,1,4
6006,QUOTES,462,1,3
6007,PRESIDENTIAL RELATIVES,464,0,3
6008,NUMBERS IN LITERATURE,458,1,5
6009,POTENT POTABLES,463,0,4
6010,U.S. STATES,465,0,3
6011,ODDS &amp; ENDS,466,0,2
6012,SNAKES,467,0,2
6013,MEDICAL HISTORY,461,1,3
6014,POTPOURRI,459,1,5
6015,THE GOLDEN GLOBE AWARDS,462,1,4
6016,THEATER,461,1,4
6017,BODY LANGUAGE,465,0,4
6018,RIVERS,458,2,0
6019,SEWING,464,0,4
6020,BIRDS,460,1,4
6021,POLITICAL PARTIES,466,0,3
6022,TELEVISION,467,0,3
6023,CAPITAL PUNISHMENT,463,0,5
6024,VOCABULARY,468,0,0
6025,MUSHROOMS,461,1,5
6026,I TV,465,0,5
6027,WORD ORIGINS,464,0,5
6028,1889,462,1,5
6029,CANADIAN ACTORS,460,1,5
6030,AWARDS,459,2,0
6031,TV TRIVIA,466,0,4
6032,THE 20TH CENTURY,465,1,0
6033,WORLD WAR II,463,1,0
6034,ONTARIO,467,0,4
6035,&quot;BLACK&quot; MOVIES,468,0,1
6036,MEXICO,469,0,0
6037,ANCIENT TIMES,462,2,0
6038,AMERICAN AUTHORS,461,2,0
6039,WORD ORIGINS,460,2,0
6040,PLAYS,465,1,1
6041,ARCHAEOLOGY,464,1,0
6042,THE WILD WEST,470,0,0
6043,FAMOUS QUOTES,463,1,1
6044,ROYALTY,468,0,2
6045,"THANKS, GUYS",467,0,5
6046,COLONIAL AMERICA,472,0,0
6047,TV TRIVIA,469,0,1
6048,CHILDREN'S LITERATURE,471,0,0
6049,RHYME TIME,466,0,5
6050,U.S. HISTORY,464,1,1
6051,AMERICAN HISTORY,467,1,0
6052,PUBLISHING,470,0,1
6053,CANADA,465,1,2
6054,MINNESOTA,468,0,3
6055,FINE CHINA,463,1,2
6056,6-LETTER WORDS,472,0,1
6057,U.S. STATES,471,0,1
6058,1980S TELEVISION,470,0,2
6059,BUSINESS &amp; INDUSTRY,465,1,3
6060,THEATER,466,1,0
6061,POETRY,467,1,1
6062,MONEY SUPERSTITIONS,469,0,2
6063,WOMEN AUTHORS,464,1,2
6064,U.S. GEOGRAPHY,463,1,3
6065,THE NAVY,468,0,4
6066,CEREALS,471,0,2
6067,FOOD TRIVIA,470,0,3
6068,BIRDS,463,1,4
6069,COLORS,467,1,2
6070,MARINE BIOLOGY,472,0,2
6071,RECORD ALBUMS,465,1,4
6072,LANGUAGES,466,1,1
6073,BROADWAY MUSICALS,464,1,3
6074,TOYS &amp; GAMES,472,0,3
6075,WORLD LEADERS,470,0,4
6076,PUDDING,468,0,5
6077,BUGS,469,0,3
6078,THE NILE,467,1,3
6079,MOVIES,471,0,3
6080,FRENCH PHRASES,465,1,5
6081,NICKNAMES,467,1,4
6082,NOVEL OPERAS,463,1,5
6083,BIOLOGY,466,1,2
6084,POLITICS,465,2,0
6085,SWAZILAND,464,1,4
6086,NOVEL PLOTS,468,1,0
6087,DISNEY,463,2,0
6088,FILMS OF THE 1930S,467,1,5
6089,RELIGIOUS HISTORY,466,1,3
6090,MISSING LINKS,470,0,5
6091,MEDALS &amp; DECORATIONS,469,0,4
6092,WORLD HISTORY,473,0,0
6093,VOLCANOES,471,0,4
6094,CLASSICAL MUSIC,472,0,4
6095,PRESIDENTS,474,0,0
6096,TIMEPIECES,468,1,1
6097,MEN OF LETTER,464,1,5
6098,ROYALTY,466,1,4
6099,PROVERBS,469,0,5
6100,ROYALTY,467,2,0
6101,PLAY SETTINGS,470,1,0
6102,1985,468,1,2
6103,BIRDS,473,0,1
6104,SLANG,474,0,1
6105,COLLEGE TRIVIA,472,0,5
6106,SPELLING,471,0,5
6107,FAMOUS FIRSTS,475,0,0
6108,WORLD HISTORY,469,1,0
6109,LANGUAGES,468,1,3
6110,CHEMISTRY,470,1,1
6111,RUDOLPHS &amp; RUDOLFS,466,1,5
6112,QUOTES,470,1,2
6113,HISTORIC NAMES,464,2,0
6114,FICTIONAL CHARACTERS,472,1,0
6115,FAMOUS FOLKS,473,0,2
6116,PEOPLE,475,0,1
6117,MYTHOLOGY,469,1,1
6118,FOOD,474,0,2
6119,SINGERS,468,1,4
6120,LITERARY CHARACTERS,466,2,0
6121,RELIGION,470,1,3
6122,FILE UNDER &quot;F&quot;,476,0,0
6123,CHEMISTRY,475,0,2
6124,AROUND THE HOUSE,473,0,3
6125,INVENTIONS,471,1,0
6126,FAMOUS NAMES,470,1,4
6127,THE LOUVRE,468,1,5
6128,FRENCH WORDS &amp; PHRASES,472,1,1
6129,U.S. STATES,469,1,2
6130,STATE FLOWERS,470,1,5
6131,STATE OF THE UNION ADDRESSES,477,0,0
6132,SITCOMS,475,0,3
6133,TV TRIVIA,473,0,4
6134,SINGERS,474,0,3
6135,THE VIOLIN,471,1,1
6136,STATE CAPITALS,472,1,2
6137,FAIRIES &amp; FOLKLORE,476,0,1
6138,AMERICAN HISTORY,468,2,0
6139,PIRATES,469,1,3
6140,"FRED THOMPSON, ACTING SENATOR",477,0,1
6141,WEATHER GEAR,475,0,4
6142,THE EARTH,478,0,0
6143,EUROPE,470,2,0
6144,WEIGHTS &amp; MEASURES,476,0,2
6145,SCIENCE,469,1,4
6146,___THE___,473,0,5
6147,COMMUNICATION,474,0,4
6148,ENDS WITH &quot;ASH&quot;,475,0,5
6149,LANGUAGES,471,1,2
6150,THE BIBLE,472,1,3
6151,NEWS OF THE '80S,479,0,0
6152,ASIA,473,1,0
6153,JUDAISM,477,0,2
6154,BOTTOMS UP,478,0,1
6155,COLLEGES &amp; UNIVERSITIES,476,0,3
6156,LAW,472,1,4
6157,U.S.A.,475,1,0
6158,COMPOSERS,469,1,5
6159,EXPLORERS,471,1,3
6160,CUBA,474,0,5
6161,INTERNATIONAL COOKING,473,1,1
6162,INSURANCE,478,0,2
6163,DISNEY,479,0,1
6164,&quot;AIN&quot; DROPS,477,0,3
6165,STATE CAPITALS,474,1,0
6166,POETRY,469,2,0
6167,MEDICINE,471,1,4
6168,POP MUSIC,476,0,4
6169,POETRY,475,1,1
6170,BACKYARD GAMES,478,0,3
6171,THE ROYAL FAMILY,472,1,5
6172,ART,473,1,2
6173,ANIMALS,474,1,1
6174,AMERICAN HISTORY,480,0,0
6175,HOLIDAYS &amp; OBSERVANCES,479,0,2
6176,WORLD LEADERS,475,1,2
6177,"A NEBRASKA CORNHUSKER, OR...",477,0,4
6178,CIVIL WAR GENERALS,476,0,5
6179,FROM THE LATIN,478,0,4
6180,ASTRONOMY,472,2,0
6181,NAME'S THE SAME,471,1,5
6182,ANIMAL TRIVIA,480,0,1
6183,MYTHOLOGICAL WOMEN,479,0,3
6184,BALLET,475,1,3
6185,PRESIDENTS &amp; FIRST LADIES,473,1,3
6186,KISSING UP TO THE BOSS,477,0,5
6187,20th CENTURY POLITICIANS,481,0,0
6188,LITERATURE,474,1,2
6189,WOMEN IN HISTORY,476,1,0
6190,THE REVOLUTIONARY WAR,471,2,0
6191,SINATRA,478,0,5
6192,1985,475,1,4
6193,DESIGN,480,0,2
6194,THEATER,473,1,4
6195,A BALTIC CRUISE,477,1,0
6196,POTPOURRI,479,0,4
6197,EARLY AMERICA,482,0,0
6198,LOOK WHO'S TALKING,481,0,1
6199,GAMES,474,1,3
6200,MAGAZINES,476,1,1
6201,CAT PEOPLE,481,0,2
6202,LEFTOVERS,473,1,5
6203,U.S. HISTORY,478,1,0
6204,TV MOMS,480,0,3
6205,THIS MOVIE IS A DISASTER!,477,1,1
6206,OPERA,474,1,4
6207,ARCHITECTURE,476,1,2
6208,THE AMERICAN REVOLUTION,481,0,3
6209,SCIENTISTS,474,1,5
6210,THE COMICS,482,0,1
6211,FROM THE LATIN,475,1,5
6212,VEGETABLES,478,1,1
6213,INDIA,480,0,4
6214,THE BILL OF RIGHTS,479,0,5
6215,BATTLE STATIONS,477,1,2
6216,U.S. STATES,473,2,0
6217,AMERICAN NOVELS,475,2,0
6218,&quot;H&quot; ON THE MAP,482,0,2
6219,UNIVERSITY LATIN CLASS,477,1,3
6220,ANCIENT HISTORY,474,2,0
6221,NICKNAMES,483,0,0
6222,SOUTH AMERICA,476,1,3
6223,WORLD HISTORY,479,1,0
6224,POETS,478,1,2
6225,ARCHITECTURE,484,0,0
6226,INK,480,0,5
6227,&quot;ROCK&quot; &amp; &quot;ROLL&quot;,481,0,4
6228,WORLD GEOGRAPHY,485,0,0
6229,LITERARY QUOTES,476,1,4
6230,PERFUME,482,0,3
6231,POETIC LINES,477,1,4
6232,SONG LYRICS,483,0,1
6233,LITERARY POTENT POTABLES,484,0,1
